worker_id,platform,location,earnings_per_day,hours_worked,jobs_completed,rating,date
123,uber,bangalore,1750.0,13.0,53,4.9,2024-03-02
124,swiggy,pune,500.0,0.0,22,4.1,2024-03-02
126,uber,chennai,940.0,10.0,35,4.5,2024-03-03
127,swiggy,pune,920.0,8.0,20,4.0,2024-03-04
128,zomato,mumbai,750.0,10.0,30,4.3,2024-03-04
129,uber,bangalore,1550.0,12.0,46,4.8,2024-03-05
130,freelancer,delhi,18000.0,5.0,1,5.4,2024-03-05
131,swiggy,delhi,310.0,7.0,16,4.2,2024-03-06
132,zomato,mumbai,870.0,10.0,33,4.5,2024-03-06
133,uber,bangalore,1150.0,9.0,37,4.6,2024-03-07
134,swiggy,pune,460.0,8.0,21,4.1,2024-03-07
135,freelancer,delhi,3000.0,10.0,8,4.8,2024-03-08
137,swiggy,pune,920.0,9.0,22,4.0,2024-03-09
138,zomato,mumbai,790.0,11.0,30,4.4,2024-03-09
139,uber,bangalore,1400.0,12.0,43,4.8,2024-03-10
140,freelancer,delhi,22000.0,6.0,2,6.0,2024-03-10
141,swiggy,delhi,280.0,6.0,14,4.1,2024-03-11
142,zomato,mumbai,910.0,11.0,36,4.6,2024-03-11
143,uber,bangalore,1650.0,13.0,50,4.9,2024-03-12
144,swiggy,pune,470.0,0.0,20,4.1,2024-03-12
146,uber,chennai,920.0,10.0,34,6.1,2024-03-13
147,swiggy,pune,920.0,7.0,20,4.0,2024-03-14
148,zomato,mumbai,780.0,9.0,28,4.3,2024-03-14
149,uber,bangalore,1500.0,12.0,45,4.8,2024-03-15
150,freelancer,delhi,25000.0,5.0,1,5.9,2024-03-15
151,swiggy,delhi,300.0,7.0,15,4.2,2024-03-16
152,zomato,mumbai,860.0,10.0,32,4.5,2024-03-16
153,uber,bangalore,1100.0,9.0,36,4.6,2024-03-17
154,swiggy,pune,480.0,8.0,21,4.1,2024-03-17
155,freelancer,delhi,2900.0,8.0,7,4.7,2024-03-18
156,uber,chennai,930.0,10.0,34,4.5,2024-03-18
157,swiggy,pune,920.0,7.0,19,4.0,2024-03-19
158,zomato,mumbai,770.0,9.0,29,4.3,2024-03-19
159,uber,bangalore,1450.0,11.0,41,4.8,2024-03-20
160,freelancer,delhi,30000.0,6.0,2,6.2,2024-03-20
161,swiggy,delhi,290.0,6.0,14,4.1,2024-03-21
162,zomato,mumbai,920.0,11.0,36,4.6,2024-03-21
163,uber,bangalore,1800.0,14.0,55,4.9,2024-03-22
164,swiggy,pune,920.0,8.0,22,4.0,2024-03-22
165,freelancer,delhi,3500.0,0.0,9,4.7,2024-03-23
166,uber,chennai,1000.0,25.0,40,4.5,2024-03-23
167,swiggy,pune,920.0,9.0,21,4.2,2024-03-24
168,zomato,mumbai,740.0,10.0,30,4.4,2024-03-24
170,freelancer,delhi,30000.0,5.0,2,5.5,2024-03-25
171,swiggy,delhi,310.0,7.0,16,4.2,2024-03-26
172,zomato,mumbai,870.0,10.0,33,4.5,2024-03-26
173,uber,bangalore,45000.0,11.0,60,4.9,2024-03-27
174,swiggy,pune,480.0,0.0,20,4.1,2024-03-27
176,uber,chennai,920.0,10.0,34,6.5,2024-03-28
177,swiggy,pune,430.0,7.0,18,4.0,2024-03-29
178,zomato,mumbai,780.0,10.0,29,4.3,2024-03-29
179,uber,bangalore,920.0,12.0,40,4.7,2024-03-30
180,freelancer,delhi,50000.0,6.0,5,5.8,2024-03-30
181,swiggy,delhi,270.0,6.0,13,4.1,2024-03-31
182,zomato,mumbai,900.0,11.0,35,4.6,2024-03-31
183,uber,bangalore,1600.0,13.0,50,4.9,2024-04-01
184,swiggy,pune,920.0,8.0,23,4.2,2024-04-01
185,freelancer,delhi,3200.0,9.0,8,4.7,2024-04-02
186,uber,chennai,950.0,10.0,35,4.5,2024-04-02
187,swiggy,pune,410.0,7.0,19,4.0,2024-04-03
188,zomato,mumbai,760.0,10.0,28,4.3,2024-04-03
189,uber,bangalore,1500.0,12.0,45,4.8,2024-04-04
190,freelancer,delhi,42000.0,5.0,1,5.9,2024-04-04
191,swiggy,delhi,300.0,7.0,15,4.2,2024-04-05
192,zomato,mumbai,880.0,10.0,34,4.5,2024-04-05
193,uber,bangalore,1200.0,9.0,38,4.6,2024-04-06
194,swiggy,pune,470.0,8.0,21,4.1,2024-04-06
195,freelancer,delhi,3100.0,10.0,9,4.8,2024-04-07
197,swiggy,pune,920.0,9.0,22,4.0,2024-04-08
198,zomato,mumbai,800.0,11.0,31,4.4,2024-04-08
199,uber,bangalore,1400.0,12.0,44,4.8,2024-04-09
200,freelancer,delhi,38000.0,6.0,3,5.7,2024-04-09
201,swiggy,delhi,260.0,6.0,12,4.0,2024-04-10
202,zomato,mumbai,920.0,11.0,37,4.6,2024-04-10
203,uber,bangalore,1900.0,14.0,55,4.9,2024-04-11
204,swiggy,pune,490.0,0.0,20,4.1,2024-04-11
206,uber,chennai,910.0,10.0,36,6.0,2024-04-12
207,swiggy,pune,920.0,7.0,20,4.0,2024-04-13
208,zomato,mumbai,740.0,9.0,28,4.3,2024-04-13
209,uber,bangalore,1500.0,12.0,45,4.8,2024-04-14
210,freelancer,delhi,47000.0,5.0,1,6.2,2024-04-14
211,swiggy,delhi,300.0,7.0,15,4.2,2024-04-15
212,zomato,mumbai,860.0,10.0,32,4.5,2024-04-15
213,uber,bangalore,1100.0,9.0,36,4.6,2024-04-16
214,swiggy,pune,480.0,8.0,21,4.1,2024-04-16
215,freelancer,delhi,2900.0,0.0,7,4.7,2024-04-17
216,uber,chennai,930.0,10.0,34,4.5,2024-04-17
217,swiggy,pune,920.0,7.0,19,4.0,2024-04-18
218,zomato,mumbai,770.0,9.0,29,4.3,2024-04-18
219,uber,bangalore,1450.0,11.0,41,4.8,2024-04-19
220,freelancer,delhi,52000.0,6.0,2,6.3,2024-04-19
221,swiggy,delhi,280.0,6.0,14,4.1,2024-04-20
222,zomato,mumbai,910.0,11.0,36,4.6,2024-04-20
223,uber,bangalore,1650.0,13.0,50,4.9,2024-04-21
224,swiggy,pune,470.0,0.0,20,4.1,2024-04-21
226,uber,chennai,920.0,10.0,34,6.4,2024-04-22
227,swiggy,pune,920.0,7.0,20,4.0,2024-04-23
228,zomato,mumbai,780.0,9.0,28,4.3,2024-04-23
229,uber,bangalore,1500.0,12.0,45,4.8,2024-04-24
230,freelancer,delhi,60000.0,5.0,1,6.5,2024-04-24
231,swiggy,delhi,300.0,7.0,15,4.2,2024-04-25
232,zomato,mumbai,860.0,10.0,32,4.5,2024-04-25
233,uber,bangalore,1100.0,9.0,36,4.6,2024-04-26
234,swiggy,pune,480.0,8.0,21,4.1,2024-04-26
235,freelancer,delhi,2900.0,8.0,7,4.7,2024-04-27
236,uber,chennai,930.0,10.0,34,4.5,2024-04-27
237,swiggy,pune,920.0,7.0,19,4.0,2024-04-28
238,zomato,mumbai,770.0,9.0,29,4.3,2024-04-28
239,uber,bangalore,1450.0,11.0,41,4.8,2024-04-29
240,freelancer,delhi,70000.0,6.0,2,6.6,2024-04-29
241,swiggy,delhi,260.0,6.0,13,4.1,2024-04-30
242,zomato,mumbai,890.0,11.0,35,4.6,2024-04-30
243,uber,bangalore,1750.0,13.0,53,4.9,2024-05-01
244,swiggy,pune,500.0,0.0,22,4.1,2024-05-01
246,uber,chennai,940.0,10.0,35,4.5,2024-05-02
247,swiggy,pune,920.0,8.0,20,4.0,2024-05-03
248,zomato,mumbai,750.0,10.0,30,4.3,2024-05-03
249,uber,bangalore,1550.0,12.0,46,4.8,2024-05-04
250,freelancer,delhi,80000.0,5.0,1,6.7,2024-05-04
251,swiggy,delhi,310.0,7.0,16,4.2,2024-05-05
252,zomato,mumbai,870.0,10.0,33,4.5,2024-05-05
253,uber,bangalore,1150.0,9.0,37,4.6,2024-05-06
254,swiggy,pune,460.0,8.0,21,4.1,2024-05-06
255,freelancer,delhi,3000.0,10.0,8,4.8,2024-05-07
257,swiggy,pune,920.0,9.0,22,4.0,2024-05-08
258,zomato,mumbai,790.0,11.0,30,4.4,2024-05-08
259,uber,bangalore,1400.0,12.0,43,4.8,2024-05-09
260,freelancer,delhi,90000.0,6.0,2,6.8,2024-05-09
261,swiggy,delhi,280.0,6.0,14,4.1,2024-05-10
262,zomato,mumbai,910.0,11.0,36,4.6,2024-05-10
263,uber,bangalore,1650.0,13.0,50,4.9,2024-05-11
264,swiggy,pune,470.0,0.0,20,4.1,2024-05-11
266,uber,chennai,920.0,10.0,34,6.9,2024-05-12
267,swiggy,pune,920.0,7.0,20,4.0,2024-05-13
268,zomato,mumbai,780.0,9.0,28,4.3,2024-05-13
269,uber,bangalore,1500.0,12.0,45,4.8,2024-05-14
270,freelancer,delhi,100000.0,5.0,1,7.0,2024-05-14
271,swiggy,delhi,300.0,7.0,15,4.2,2024-05-15
272,zomato,mumbai,860.0,10.0,32,4.5,2024-05-15
273,uber,bangalore,1100.0,9.0,36,4.6,2024-05-16
274,swiggy,pune,480.0,8.0,21,4.1,2024-05-16
275,freelancer,delhi,2900.0,8.0,7,4.7,2024-05-17
276,uber,chennai,930.0,10.0,34,4.5,2024-05-17
277,swiggy,pune,920.0,7.0,19,4.0,2024-05-18
278,zomato,mumbai,770.0,9.0,29,4.3,2024-05-18
279,uber,bangalore,1450.0,11.0,41,4.8,2024-05-19
280,freelancer,delhi,120000.0,6.0,2,7.2,2024-05-19
281,swiggy,delhi,260.0,6.0,13,4.1,2024-05-20
282,zomato,mumbai,890.0,11.0,35,4.6,2024-05-20
283,uber,bangalore,1750.0,13.0,53,4.9,2024-05-21
284,swiggy,pune,500.0,0.0,22,4.1,2024-05-21
286,uber,chennai,940.0,10.0,35,4.5,2024-05-22
287,swiggy,pune,920.0,8.0,20,4.0,2024-05-23
288,zomato,mumbai,750.0,10.0,30,4.3,2024-05-23
289,uber,bangalore,1550.0,12.0,46,4.8,2024-05-24
290,freelancer,delhi,150000.0,5.0,1,7.5,2024-05-24
291,swiggy,delhi,310.0,7.0,16,4.2,2024-05-25
292,zomato,mumbai,870.0,10.0,33,4.5,2024-05-25
293,uber,bangalore,1150.0,9.0,37,4.6,2024-05-26
294,swiggy,pune,460.0,8.0,21,4.1,2024-05-26
295,freelancer,delhi,3000.0,10.0,8,4.8,2024-05-27
297,swiggy,pune,920.0,9.0,22,4.0,2024-05-28
298,zomato,mumbai,790.0,11.0,30,4.4,2024-05-28
299,uber,bangalore,1400.0,12.0,43,4.8,2024-05-29
300,freelancer,delhi,200000.0,6.0,2,8.0,2024-05-29
301,swiggy,delhi,280.0,6.0,14,4.1,2024-05-30
302,zomato,mumbai,910.0,11.0,36,4.6,2024-05-30
303,uber,bangalore,1650.0,13.0,50,4.9,2024-05-31
304,swiggy,pune,470.0,0.0,20,4.1,2024-05-31
306,uber,chennai,920.0,10.0,34,6.8,2024-06-01
307,swiggy,pune,920.0,7.0,20,4.0,2024-06-02
308,zomato,mumbai,780.0,9.0,28,4.3,2024-06-02
309,uber,bangalore,1500.0,12.0,45,4.8,2024-06-03
310,freelancer,delhi,250000.0,5.0,1,8.5,2024-06-03
311,swiggy,delhi,300.0,7.0,15,4.2,2024-06-04
312,zomato,mumbai,880.0,10.0,34,4.5,2024-06-04
313,uber,bangalore,1200.0,9.0,38,4.6,2024-06-05
314,swiggy,pune,480.0,8.0,21,4.1,2024-06-05
315,freelancer,delhi,3200.0,9.0,9,4.7,2024-06-06
317,swiggy,pune,920.0,9.0,22,4.0,2024-06-07
318,zomato,mumbai,760.0,11.0,30,4.4,2024-06-07
319,uber,bangalore,1450.0,12.0,44,4.8,2024-06-08
320,freelancer,delhi,300000.0,5.0,1,8.8,2024-06-08
321,swiggy,delhi,280.0,6.0,14,4.1,2024-06-09
322,zomato,mumbai,910.0,11.0,36,4.6,2024-06-09
323,uber,bangalore,1700.0,13.0,50,4.9,2024-06-10
324,swiggy,pune,470.0,0.0,20,4.1,2024-06-10
326,uber,chennai,920.0,10.0,34,6.7,2024-06-11
327,swiggy,pune,920.0,7.0,20,4.0,2024-06-12
328,zomato,mumbai,780.0,9.0,28,4.3,2024-06-12
329,uber,bangalore,1500.0,12.0,45,4.8,2024-06-13
330,freelancer,delhi,180000.0,5.0,1,7.9,2024-06-13
331,swiggy,delhi,310.0,7.0,16,4.2,2024-06-14
332,zomato,mumbai,870.0,10.0,33,4.5,2024-06-14
333,uber,bangalore,1100.0,9.0,36,4.6,2024-06-15
334,swiggy,pune,460.0,8.0,21,4.1,2024-06-15
335,freelancer,delhi,2900.0,9.0,8,4.7,2024-06-16
337,swiggy,pune,920.0,9.0,22,4.0,2024-06-17
338,zomato,mumbai,790.0,11.0,30,4.4,2024-06-17
339,uber,bangalore,1400.0,12.0,43,4.8,2024-06-18
340,freelancer,delhi,220000.0,6.0,2,7.8,2024-06-18
341,swiggy,delhi,270.0,6.0,13,4.1,2024-06-19
342,zomato,mumbai,900.0,11.0,35,4.6,2024-06-19
343,uber,bangalore,1600.0,13.0,50,4.9,2024-06-20
344,swiggy,pune,500.0,0.0,22,4.1,2024-06-20
346,uber,chennai,940.0,10.0,35,4.5,2024-06-21
347,swiggy,pune,920.0,8.0,20,4.0,2024-06-22
348,zomato,mumbai,750.0,10.0,30,4.3,2024-06-22
349,uber,bangalore,1550.0,12.0,46,4.8,2024-06-23
350,freelancer,delhi,500000.0,5.0,1,9.5,2024-06-23
